Shipment_ID,Origin_Hub,Destination_City,Courier_Partner,Distance_KM,Expected_Days,Actual_Days,Shipping_Cost_SAR,Weight_KG,Delivery_Status,Is_Delayed
KSA-LOG-1716,NEOM Supply Hub,Khobar,SAL Express,1380,4,4,236.32,40.37,On-Time,0
KSA-LOG-1717,Madinah Distribution Center,Khobar,SAL Express,1302,4,4,179.66,20.2,On-Time,0
KSA-LOG-1718,Jeddah Port Hub,Tabuk,SAL Express,972,3,3,203.76,40.4,On-Time,0
KSA-LOG-1719,Dammam Logistics Gateway,NEOM,SPL (Saudi Post),1176,3,3,193.58,29.8,On-Time,0
KSA-LOG-1720,Madinah Distribution Center,Dammam,SAL Express,1123,3,3,136.62,8.71,On-Time,0
KSA-LOG-1721,Jeddah Port Hub,Madinah,SMSA Express,1083,3,3,115.94,1.72,On-Time,0
KSA-LOG-1722,Jeddah Port Hub,NEOM,SAL Express,270,1,1,92.75,18.46,On-Time,0
KSA-LOG-1723,Dammam Logistics Gateway,Jeddah,Aramex KSA,1211,4,5,190.78,27.56,Delayed - Customs,1
KSA-LOG-1724,Dammam Logistics Gateway,Tabuk,SAL Express,1157,3,3,222.74,42.07,On-Time,0
KSA-LOG-1725,NEOM Supply Hub,Jeddah,SAL Express,1074,3,3,127.94,6.81,On-Time,0
KSA-LOG-1726,Jeddah Port Hub,Riyadh,SMSA Express,794,2,2,188.8,40.11,On-Time,0
KSA-LOG-1727,NEOM Supply Hub,Khobar,SAL Express,863,3,3,202.09,43.22,On-Time,0
KSA-LOG-1728,Jeddah Port Hub,Madinah,SAL Express,1009,3,6,125.62,7.96,Delayed - Customs,1
KSA-LOG-1729,Jeddah Port Hub,NEOM,SAL Express,170,1,1,145.22,42.65,On-Time,0
KSA-LOG-1730,Jeddah Port Hub,Jeddah,SAL Express,391,1,4,180.23,49.58,Delayed - Customs,1
KSA-LOG-1731,NEOM Supply Hub,Madinah,SAL Express,604,2,3,164.52,36.48,Delayed - Customs,1
KSA-LOG-1732,Dammam Logistics Gateway,Riyadh,SAL Express,1112,3,3,212.34,39.35,On-Time,0
KSA-LOG-1733,Riyadh Central Hub,Khobar,Aramex KSA,770,2,3,210.9,49.72,Delayed - Weather,1
KSA-LOG-1734,Riyadh Central Hub,Dammam,SMSA Express,452,2,5,137.34,30.47,Delayed - Weather,1
KSA-LOG-1735,NEOM Supply Hub,Tabuk,SMSA Express,952,3,3,140.51,15.74,On-Time,0
KSA-LOG-1736,Riyadh Central Hub,Madinah,SAL Express,1113,3,5,218.94,41.96,Delayed - Customs,1
KSA-LOG-1737,NEOM Supply Hub,Madinah,SPL (Saudi Post),218,1,2,119.74,30.92,Delayed - Weather,1
KSA-LOG-1738,Riyadh Central Hub,Dammam,SMSA Express,1302,4,4,202.33,29.27,On-Time,0
KSA-LOG-1739,Riyadh Central Hub,Madinah,SAL Express,345,1,1,85.22,13.05,On-Time,0
KSA-LOG-1740,Riyadh Central Hub,Riyadh,Aramex KSA,289,1,1,142.97,37.94,On-Time,0
KSA-LOG-1741,Riyadh Central Hub,Riyadh,SAL Express,432,2,5,70.91,4.54,Delayed - Customs,1
KSA-LOG-1742,Dammam Logistics Gateway,Dammam,SAL Express,461,2,2,177.5,46.25,On-Time,0
KSA-LOG-1743,Riyadh Central Hub,Tabuk,SMSA Express,895,3,3,138.18,16.63,On-Time,0
KSA-LOG-1744,Jeddah Port Hub,NEOM,SPL (Saudi Post),426,2,2,76.13,6.82,On-Time,0
KSA-LOG-1745,NEOM Supply Hub,Jeddah,SMSA Express,210,1,1,97.8,22.4,On-Time,0
KSA-LOG-1746,Riyadh Central Hub,NEOM,Aramex KSA,201,1,1,47.58,2.6,On-Time,0
KSA-LOG-1747,Riyadh Central Hub,Madinah,SPL (Saudi Post),302,1,1,135.14,34.39,On-Time,0
KSA-LOG-1748,Madinah Distribution Center,Jeddah,SAL Express,693,2,5,193.39,45.18,Delayed - Customs,1
KSA-LOG-1749,Dammam Logistics Gateway,Dammam,SAL Express,716,2,2,187.13,41.94,On-Time,0
KSA-LOG-1750,Jeddah Port Hub,Dammam,SMSA Express,771,2,2,103.68,6.8,On-Time,0
KSA-LOG-1751,Madinah Distribution Center,Tabuk,SMSA Express,1350,4,4,149.88,6.75,On-Time,0
KSA-LOG-1752,Dammam Logistics Gateway,Jeddah,SMSA Express,463,2,4,163.96,40.77,Delayed - Customs,1
KSA-LOG-1753,Riyadh Central Hub,Riyadh,SPL (Saudi Post),956,3,3,217.1,46.25,On-Time,0
KSA-LOG-1754,Jeddah Port Hub,Jeddah,Aramex KSA,997,3,3,163.01,23.3,On-Time,0
KSA-LOG-1755,NEOM Supply Hub,Madinah,Aramex KSA,246,1,3,107.68,25.2,Delayed - Weather,1
KSA-LOG-1756,Dammam Logistics Gateway,Riyadh,SAL Express,1030,3,3,148.02,16.25,On-Time,0
KSA-LOG-1757,Riyadh Central Hub,Khobar,Aramex KSA,1386,4,4,247.8,44.77,On-Time,0
KSA-LOG-1758,NEOM Supply Hub,Khobar,SPL (Saudi Post),978,3,3,184.29,32.42,On-Time,0
KSA-LOG-1759,NEOM Supply Hub,Khobar,Aramex KSA,286,1,1,84.8,14.77,On-Time,0
KSA-LOG-1760,Jeddah Port Hub,Dammam,SAL Express,1179,3,3,157.55,15.29,On-Time,0
KSA-LOG-1761,Riyadh Central Hub,Jeddah,Aramex KSA,1160,3,3,229.32,44.61,On-Time,0
KSA-LOG-1762,Jeddah Port Hub,Khobar,SAL Express,258,1,1,48.56,1.17,On-Time,0
KSA-LOG-1763,Dammam Logistics Gateway,NEOM,SAL Express,696,2,2,121.86,16.47,On-Time,0
KSA-LOG-1764,Jeddah Port Hub,Tabuk,SAL Express,1212,4,4,191.81,27.94,On-Time,0
KSA-LOG-1765,Dammam Logistics Gateway,NEOM,Aramex KSA,811,3,5,109.48,7.84,Delayed - Traffic/Route,1
KSA-LOG-1766,NEOM Supply Hub,Khobar,Aramex KSA,574,2,2,83.57,5.06,On-Time,0
KSA-LOG-1767,NEOM Supply Hub,Tabuk,SAL Express,779,2,4,189.47,40.86,Delayed - Customs,1
KSA-LOG-1768,Riyadh Central Hub,Madinah,SMSA Express,410,2,2,169.73,44.77,On-Time,0
KSA-LOG-1769,NEOM Supply Hub,NEOM,SMSA Express,236,1,1,147.06,41.27,On-Time,0
KSA-LOG-1770,Jeddah Port Hub,Jeddah,SMSA Express,614,2,2,186.6,44.99,On-Time,0
KSA-LOG-1771,NEOM Supply Hub,Jeddah,SAL Express,225,1,1,112.7,27.88,On-Time,0
KSA-LOG-1772,Jeddah Port Hub,NEOM,SMSA Express,620,2,2,176.38,40.71,On-Time,0
KSA-LOG-1773,Riyadh Central Hub,Khobar,Aramex KSA,563,2,2,118.82,19.51,On-Time,0
KSA-LOG-1774,NEOM Supply Hub,Jeddah,SAL Express,974,3,3,186.62,33.48,On-Time,0
KSA-LOG-1775,Jeddah Port Hub,Madinah,SAL Express,1044,3,3,232.14,49.45,On-Time,0
KSA-LOG-1776,Jeddah Port Hub,Riyadh,SMSA Express,875,3,3,124.18,11.67,On-Time,0
KSA-LOG-1777,Dammam Logistics Gateway,Khobar,SPL (Saudi Post),606,2,4,122.98,19.8,Delayed - Customs,1
KSA-LOG-1778,Dammam Logistics Gateway,Madinah,Aramex KSA,802,3,3,149.81,24.26,On-Time,0
KSA-LOG-1779,Dammam Logistics Gateway,Tabuk,Aramex KSA,821,3,4,109.01,7.33,Delayed - Warehouse,1
KSA-LOG-1780,Dammam Logistics Gateway,Madinah,SMSA Express,644,2,2,87.8,4.51,On-Time,0
KSA-LOG-1781,Riyadh Central Hub,Khobar,SMSA Express,1218,4,4,226.36,41.57,On-Time,0
KSA-LOG-1782,Jeddah Port Hub,Tabuk,SAL Express,746,2,2,206.8,48.85,On-Time,0
KSA-LOG-1783,Riyadh Central Hub,Khobar,Aramex KSA,599,2,2,124.24,20.53,On-Time,0
KSA-LOG-1784,Jeddah Port Hub,Jeddah,SPL (Saudi Post),634,2,5,87.82,4.84,Delayed - Customs,1
KSA-LOG-1785,Madinah Distribution Center,Riyadh,Aramex KSA,795,2,2,98.0,3.76,On-Time,0
KSA-LOG-1786,Dammam Logistics Gateway,Khobar,SPL (Saudi Post),769,2,3,198.07,44.62,Delayed - Customs,1
KSA-LOG-1787,Riyadh Central Hub,Khobar,Aramex KSA,1191,3,4,178.93,23.46,Delayed - Warehouse,1
KSA-LOG-1788,Riyadh Central Hub,Jeddah,SAL Express,811,3,3,130.73,16.34,On-Time,0
KSA-LOG-1789,Madinah Distribution Center,Dammam,SPL (Saudi Post),907,3,3,157.76,24.08,On-Time,0
KSA-LOG-1790,Jeddah Port Hub,Jeddah,SAL Express,438,2,2,100.69,16.26,On-Time,0
KSA-LOG-1791,Dammam Logistics Gateway,Tabuk,SMSA Express,870,3,3,156.38,24.71,On-Time,0
KSA-LOG-1792,Riyadh Central Hub,Jeddah,SAL Express,787,2,3,195.58,43.05,Delayed - Warehouse,1
KSA-LOG-1793,Dammam Logistics Gateway,Jeddah,SAL Express,384,1,1,130.27,29.82,On-Time,0
KSA-LOG-1794,Jeddah Port Hub,Riyadh,SMSA Express,565,2,3,157.43,34.89,Delayed - Weather,1
KSA-LOG-1795,NEOM Supply Hub,Jeddah,SAL Express,1087,3,3,158.34,18.55,On-Time,0
KSA-LOG-1796,Madinah Distribution Center,Khobar,SMSA Express,648,2,2,169.49,37.06,On-Time,0
KSA-LOG-1797,Dammam Logistics Gateway,Riyadh,SMSA Express,1123,3,3,198.59,33.5,On-Time,0
KSA-LOG-1798,Dammam Logistics Gateway,NEOM,SAL Express,783,2,3,103.69,6.42,Delayed - Weather,1
KSA-LOG-1799,Madinah Distribution Center,Dammam,SAL Express,1169,3,3,190.64,28.85,On-Time,0
KSA-LOG-1800,Dammam Logistics Gateway,Riyadh,SMSA Express,264,1,1,79.15,13.21,On-Time,0
KSA-LOG-1801,Jeddah Port Hub,Tabuk,SAL Express,1081,3,5,212.23,40.3,Delayed - Customs,1
KSA-LOG-1802,Dammam Logistics Gateway,NEOM,Aramex KSA,823,3,3,144.79,21.58,On-Time,0
KSA-LOG-1803,Dammam Logistics Gateway,Riyadh,Aramex KSA,1184,3,3,244.07,49.74,On-Time,0
KSA-LOG-1804,Riyadh Central Hub,Riyadh,Aramex KSA,355,1,1,66.1,5.08,On-Time,0
KSA-LOG-1805,Dammam Logistics Gateway,Dammam,Aramex KSA,396,1,3,154.5,39.13,Delayed - Customs,1
KSA-LOG-1806,Madinah Distribution Center,Khobar,SMSA Express,907,3,3,182.18,33.85,On-Time,0
KSA-LOG-1807,Madinah Distribution Center,Tabuk,Aramex KSA,1300,4,4,225.23,38.49,On-Time,0
KSA-LOG-1808,Riyadh Central Hub,Madinah,SAL Express,296,1,1,87.98,15.72,On-Time,0
KSA-LOG-1809,Jeddah Port Hub,Madinah,SAL Express,267,1,4,108.51,24.86,Delayed - Traffic/Route,1
KSA-LOG-1810,Madinah Distribution Center,Riyadh,Aramex KSA,561,2,2,169.7,39.93,On-Time,0
KSA-LOG-1811,NEOM Supply Hub,Jeddah,SMSA Express,512,2,2,95.99,12.01,On-Time,0
KSA-LOG-1812,Jeddah Port Hub,Tabuk,Aramex KSA,286,1,1,77.1,11.69,On-Time,0
KSA-LOG-1813,Madinah Distribution Center,NEOM,Aramex KSA,1348,4,5,202.29,27.78,Delayed - Customs,1
KSA-LOG-1814,NEOM Supply Hub,Jeddah,SPL (Saudi Post),1107,3,3,179.61,26.42,On-Time,0
KSA-LOG-1815,Riyadh Central Hub,Jeddah,SPL (Saudi Post),168,1,1,74.62,14.47,On-Time,0
KSA-LOG-1816,Dammam Logistics Gateway,Tabuk,SMSA Express,344,1,4,90.64,15.25,Delayed - Weather,1
KSA-LOG-1817,Riyadh Central Hub,Khobar,SAL Express,479,2,2,98.94,14.25,On-Time,0
KSA-LOG-1818,Jeddah Port Hub,Riyadh,SMSA Express,324,1,1,147.64,38.69,On-Time,0
KSA-LOG-1819,Riyadh Central Hub,Riyadh,SMSA Express,1151,3,3,199.0,32.77,On-Time,0
KSA-LOG-1820,NEOM Supply Hub,Riyadh,Aramex KSA,598,2,2,177.09,41.7,On-Time,0
KSA-LOG-1821,Jeddah Port Hub,Riyadh,Aramex KSA,1095,3,3,234.58,48.79,On-Time,0
KSA-LOG-1822,Riyadh Central Hub,Madinah,Aramex KSA,290,1,1,108.12,23.97,On-Time,0
KSA-LOG-1823,Riyadh Central Hub,Riyadh,SMSA Express,907,3,3,107.06,3.8,On-Time,0
KSA-LOG-1824,Riyadh Central Hub,Madinah,SAL Express,1079,3,3,118.52,2.88,On-Time,0
KSA-LOG-1825,Madinah Distribution Center,Madinah,SMSA Express,242,1,1,82.21,15.14,On-Time,0
KSA-LOG-1826,Riyadh Central Hub,Khobar,SAL Express,388,1,3,172.69,46.66,Delayed - Warehouse,1
KSA-LOG-1827,Riyadh Central Hub,Riyadh,SPL (Saudi Post),354,1,1,119.32,26.4,On-Time,0
KSA-LOG-1828,Dammam Logistics Gateway,Dammam,SAL Express,709,2,4,116.6,13.95,Delayed - Warehouse,1
KSA-LOG-1829,Riyadh Central Hub,NEOM,SAL Express,394,1,1,107.17,20.26,On-Time,0
KSA-LOG-1830,Jeddah Port Hub,Jeddah,SAL Express,981,3,5,178.8,30.13,Delayed - Customs,1
KSA-LOG-1831,Riyadh Central Hub,Madinah,Aramex KSA,1074,3,3,192.97,32.82,On-Time,0
KSA-LOG-1832,Jeddah Port Hub,Tabuk,Aramex KSA,444,2,2,80.82,8.12,On-Time,0
KSA-LOG-1833,Jeddah Port Hub,Tabuk,SAL Express,789,2,2,210.27,48.86,On-Time,0
KSA-LOG-1834,Riyadh Central Hub,NEOM,SAL Express,1005,3,4,174.08,27.47,Delayed - Traffic/Route,1
KSA-LOG-1835,Riyadh Central Hub,Tabuk,SMSA Express,166,1,1,56.33,7.22,On-Time,0
KSA-LOG-1836,Madinah Distribution Center,Dammam,SAL Express,220,1,1,154.42,44.73,On-Time,0
KSA-LOG-1837,Riyadh Central Hub,Tabuk,Aramex KSA,454,2,2,71.8,4.19,On-Time,0
KSA-LOG-1838,Dammam Logistics Gateway,Jeddah,Aramex KSA,1180,3,3,232.98,45.43,On-Time,0
KSA-LOG-1839,Dammam Logistics Gateway,Jeddah,SMSA Express,966,3,4,226.86,49.83,Delayed - Weather,1
KSA-LOG-1840,Jeddah Port Hub,Madinah,SAL Express,1276,4,4,215.0,35.17,On-Time,0
KSA-LOG-1841,Dammam Logistics Gateway,Riyadh,SPL (Saudi Post),970,3,3,199.2,38.64,On-Time,0
KSA-LOG-1842,Jeddah Port Hub,Khobar,SMSA Express,342,1,3,95.36,17.2,Delayed - Warehouse,1
KSA-LOG-1843,Madinah Distribution Center,Dammam,Aramex KSA,678,2,2,197.02,47.11,On-Time,0
KSA-LOG-1844,Jeddah Port Hub,Madinah,SAL Express,320,1,1,117.4,26.72,On-Time,0
KSA-LOG-1845,Riyadh Central Hub,Dammam,SMSA Express,400,1,1,148.88,36.75,On-Time,0
KSA-LOG-1846,Jeddah Port Hub,Riyadh,SAL Express,1380,4,4,251.0,46.24,On-Time,0
KSA-LOG-1847,Madinah Distribution Center,Tabuk,SMSA Express,690,2,5,202.12,48.77,Delayed - Customs,1
KSA-LOG-1848,Riyadh Central Hub,Tabuk,SPL (Saudi Post),565,2,2,174.55,41.74,On-Time,0
KSA-LOG-1849,Dammam Logistics Gateway,Khobar,SMSA Express,943,3,3,139.19,15.5,On-Time,0
KSA-LOG-1850,Jeddah Port Hub,Riyadh,SAL Express,1317,4,4,251.21,48.34,On-Time,0
KSA-LOG-1851,Dammam Logistics Gateway,Madinah,SAL Express,174,1,4,117.9,31.59,Delayed - Customs,1
KSA-LOG-1852,Jeddah Port Hub,Khobar,SMSA Express,817,3,3,206.78,46.57,On-Time,0
KSA-LOG-1853,NEOM Supply Hub,Riyadh,SAL Express,1246,4,4,209.6,33.97,On-Time,0
KSA-LOG-1854,Jeddah Port Hub,NEOM,SAL Express,781,2,2,126.76,15.71,On-Time,0
KSA-LOG-1855,Jeddah Port Hub,Jeddah,Aramex KSA,1266,4,4,173.33,18.82,On-Time,0
KSA-LOG-1856,Jeddah Port Hub,Khobar,SMSA Express,654,2,2,146.7,27.75,On-Time,0
KSA-LOG-1857,Riyadh Central Hub,Khobar,SAL Express,485,2,2,162.83,39.61,On-Time,0
KSA-LOG-1858,Dammam Logistics Gateway,Madinah,SPL (Saudi Post),574,2,2,111.52,16.24,On-Time,0
KSA-LOG-1859,Jeddah Port Hub,Dammam,SAL Express,648,2,2,149.84,29.2,On-Time,0
KSA-LOG-1860,NEOM Supply Hub,NEOM,SPL (Saudi Post),1096,3,3,156.71,17.61,On-Time,0
KSA-LOG-1861,Riyadh Central Hub,Madinah,SAL Express,779,2,2,189.52,40.88,On-Time,0
KSA-LOG-1862,Riyadh Central Hub,Riyadh,SPL (Saudi Post),1372,4,4,193.76,23.6,On-Time,0
KSA-LOG-1863,Riyadh Central Hub,Riyadh,Aramex KSA,867,3,3,105.11,4.3,On-Time,0
KSA-LOG-1864,Riyadh Central Hub,Riyadh,Aramex KSA,488,2,2,85.84,8.72,On-Time,0
KSA-LOG-1865,Dammam Logistics Gateway,Riyadh,SPL (Saudi Post),808,3,3,98.44,3.52,On-Time,0
KSA-LOG-1866,Jeddah Port Hub,Dammam,SAL Express,1111,3,3,176.93,25.22,On-Time,0
KSA-LOG-1867,Jeddah Port Hub,NEOM,SPL (Saudi Post),578,2,4,85.64,5.76,Delayed - Customs,1
KSA-LOG-1868,NEOM Supply Hub,Tabuk,SMSA Express,1048,3,6,124.22,6.15,Delayed - Customs,1
KSA-LOG-1869,Madinah Distribution Center,Jeddah,SMSA Express,288,1,1,165.74,47.08,On-Time,0
KSA-LOG-1870,Riyadh Central Hub,Dammam,SAL Express,1091,3,3,221.53,43.7,On-Time,0
KSA-LOG-1871,Jeddah Port Hub,Dammam,SMSA Express,691,2,4,137.48,22.88,Delayed - Customs,1
KSA-LOG-1872,Dammam Logistics Gateway,Tabuk,SAL Express,206,1,4,164.73,49.3,Delayed - Traffic/Route,1
KSA-LOG-1873,Riyadh Central Hub,Tabuk,SMSA Express,807,3,5,90.84,0.51,Delayed - Traffic/Route,1
KSA-LOG-1874,Jeddah Port Hub,Jeddah,SMSA Express,584,2,2,148.94,30.89,On-Time,0
KSA-LOG-1875,Jeddah Port Hub,Jeddah,Aramex KSA,533,2,2,145.17,31.01,On-Time,0
KSA-LOG-1876,Dammam Logistics Gateway,Tabuk,Aramex KSA,709,2,2,139.57,23.14,On-Time,0
KSA-LOG-1877,Dammam Logistics Gateway,Riyadh,SMSA Express,343,1,1,102.82,20.15,On-Time,0
KSA-LOG-1878,Jeddah Port Hub,Dammam,SAL Express,683,2,2,137.24,23.04,On-Time,0
KSA-LOG-1879,Jeddah Port Hub,Madinah,SAL Express,667,2,2,130.96,21.04,On-Time,0
KSA-LOG-1880,Jeddah Port Hub,Jeddah,SAL Express,865,3,3,185.85,36.66,On-Time,0
KSA-LOG-1881,Dammam Logistics Gateway,Jeddah,SAL Express,900,3,6,115.0,7.2,Delayed - Customs,1
KSA-LOG-1882,Jeddah Port Hub,Tabuk,SAL Express,334,1,1,77.42,10.28,On-Time,0
KSA-LOG-1883,Jeddah Port Hub,NEOM,SAL Express,441,2,2,83.88,9.44,On-Time,0
KSA-LOG-1884,NEOM Supply Hub,Madinah,SPL (Saudi Post),881,3,3,129.21,13.49,On-Time,0
KSA-LOG-1885,Jeddah Port Hub,Madinah,SMSA Express,265,1,2,112.45,26.5,Delayed - Weather,1
KSA-LOG-1886,Dammam Logistics Gateway,Jeddah,SAL Express,974,3,5,117.92,6.0,Delayed - Customs,1
KSA-LOG-1887,Jeddah Port Hub,Riyadh,SMSA Express,1222,4,6,231.44,43.47,Delayed - Warehouse,1
KSA-LOG-1888,Jeddah Port Hub,NEOM,SAL Express,834,3,3,129.77,15.22,On-Time,0
KSA-LOG-1889,Jeddah Port Hub,Madinah,SMSA Express,231,1,1,64.86,8.55,On-Time,0
KSA-LOG-1890,Dammam Logistics Gateway,Jeddah,Aramex KSA,983,3,6,188.49,33.94,Delayed - Warehouse,1
KSA-LOG-1891,NEOM Supply Hub,Madinah,SMSA Express,482,2,2,69.54,2.39,On-Time,0
KSA-LOG-1892,NEOM Supply Hub,Khobar,SMSA Express,706,2,2,159.46,31.19,On-Time,0
KSA-LOG-1893,Riyadh Central Hub,NEOM,SPL (Saudi Post),484,2,4,151.37,35.06,Delayed - Warehouse,1
KSA-LOG-1894,Dammam Logistics Gateway,NEOM,SPL (Saudi Post),681,2,2,107.33,11.14,On-Time,0
KSA-LOG-1895,Jeddah Port Hub,Khobar,Aramex KSA,370,1,1,61.05,2.58,On-Time,0
KSA-LOG-1896,Jeddah Port Hub,Dammam,SMSA Express,784,2,2,133.97,18.5,On-Time,0
KSA-LOG-1897,NEOM Supply Hub,Khobar,Aramex KSA,472,2,2,76.21,5.38,On-Time,0
KSA-LOG-1898,Jeddah Port Hub,Tabuk,SAL Express,152,1,1,52.83,6.27,On-Time,0
KSA-LOG-1899,Jeddah Port Hub,Tabuk,SMSA Express,355,1,3,86.12,13.09,Delayed - Warehouse,1
KSA-LOG-1900,Jeddah Port Hub,Jeddah,SAL Express,189,1,1,77.95,15.13,On-Time,0
KSA-LOG-1901,Jeddah Port Hub,NEOM,SMSA Express,208,1,1,108.46,26.73,On-Time,0
KSA-LOG-1902,Jeddah Port Hub,Dammam,SMSA Express,1100,3,3,198.2,34.08,On-Time,0
KSA-LOG-1903,Dammam Logistics Gateway,Dammam,SAL Express,723,2,4,157.44,29.84,Delayed - Customs,1
KSA-LOG-1904,Riyadh Central Hub,Madinah,SPL (Saudi Post),793,2,3,108.04,7.84,Delayed - Customs,1
KSA-LOG-1905,NEOM Supply Hub,Madinah,SPL (Saudi Post),992,3,4,126.91,9.02,Delayed - Traffic/Route,1
KSA-LOG-1906,NEOM Supply Hub,Khobar,Aramex KSA,1295,4,4,238.6,44.0,On-Time,0
KSA-LOG-1907,Riyadh Central Hub,Dammam,SMSA Express,768,2,2,156.79,28.14,On-Time,0
KSA-LOG-1908,Jeddah Port Hub,Khobar,SPL (Saudi Post),245,1,1,153.5,43.56,On-Time,0
KSA-LOG-1909,Riyadh Central Hub,Khobar,SAL Express,1047,3,3,155.99,18.89,On-Time,0
KSA-LOG-1910,Dammam Logistics Gateway,Madinah,Aramex KSA,1235,4,7,201.08,30.91,Delayed - Warehouse,1
KSA-LOG-1911,Jeddah Port Hub,NEOM,SAL Express,710,2,2,147.85,26.42,On-Time,0
KSA-LOG-1912,Dammam Logistics Gateway,Khobar,Aramex KSA,1054,3,4,150.07,16.3,Delayed - Customs,1
KSA-LOG-1913,Riyadh Central Hub,Riyadh,SAL Express,497,2,2,124.16,23.76,On-Time,0
KSA-LOG-1914,Dammam Logistics Gateway,NEOM,SPL (Saudi Post),820,3,3,154.02,25.37,On-Time,0
KSA-LOG-1915,Riyadh Central Hub,Dammam,SPL (Saudi Post),1297,4,4,154.86,10.44,On-Time,0
KSA-LOG-1916,Jeddah Port Hub,Dammam,SAL Express,466,2,2,102.5,16.09,On-Time,0
KSA-LOG-1917,Madinah Distribution Center,Khobar,SMSA Express,868,3,3,193.62,39.67,On-Time,0
KSA-LOG-1918,NEOM Supply Hub,NEOM,SPL (Saudi Post),1221,4,4,237.26,45.83,On-Time,0
KSA-LOG-1919,Jeddah Port Hub,Madinah,SMSA Express,1309,4,4,175.5,18.31,On-Time,0
KSA-LOG-1920,NEOM Supply Hub,Madinah,SPL (Saudi Post),1374,4,4,174.17,15.7,On-Time,0
KSA-LOG-1921,Riyadh Central Hub,Tabuk,SMSA Express,399,1,1,82.32,10.16,On-Time,0
KSA-LOG-1922,NEOM Supply Hub,Dammam,SMSA Express,463,2,2,147.27,34.09,On-Time,0
KSA-LOG-1923,NEOM Supply Hub,Jeddah,SAL Express,956,3,6,142.7,16.49,Delayed - Customs,1
KSA-LOG-1924,Riyadh Central Hub,Tabuk,SAL Express,634,2,2,199.2,49.39,On-Time,0
KSA-LOG-1925,Jeddah Port Hub,Madinah,Aramex KSA,1384,4,5,177.27,16.62,Delayed - Warehouse,1
KSA-LOG-1926,Jeddah Port Hub,NEOM,SMSA Express,193,1,1,90.46,20.01,On-Time,0
KSA-LOG-1927,Riyadh Central Hub,Madinah,SMSA Express,720,2,2,158.52,30.37,On-Time,0
KSA-LOG-1928,Dammam Logistics Gateway,NEOM,SMSA Express,732,2,5,184.01,40.18,Delayed - Customs,1
KSA-LOG-1929,Jeddah Port Hub,Tabuk,SMSA Express,1265,4,4,185.55,23.74,On-Time,0
KSA-LOG-1930,Jeddah Port Hub,Dammam,SPL (Saudi Post),1044,3,3,162.07,21.42,On-Time,0
KSA-LOG-1931,NEOM Supply Hub,Madinah,SPL (Saudi Post),369,1,1,178.97,49.78,On-Time,0
KSA-LOG-1932,Madinah Distribution Center,Khobar,SMSA Express,1074,3,3,113.47,1.02,On-Time,0
KSA-LOG-1933,Riyadh Central Hub,NEOM,Aramex KSA,550,2,2,181.02,44.81,On-Time,0
KSA-LOG-1934,Jeddah Port Hub,Dammam,Aramex KSA,876,3,3,114.78,7.88,On-Time,0
KSA-LOG-1935,Jeddah Port Hub,Jeddah,SMSA Express,1140,3,3,214.7,39.4,On-Time,0
KSA-LOG-1936,Jeddah Port Hub,NEOM,SPL (Saudi Post),1048,3,3,186.56,31.09,On-Time,0
KSA-LOG-1937,Madinah Distribution Center,Tabuk,SAL Express,1007,3,3,149.11,17.42,On-Time,0
KSA-LOG-1938,Jeddah Port Hub,Jeddah,SAL Express,953,3,3,210.64,43.76,On-Time,0
KSA-LOG-1939,Dammam Logistics Gateway,Jeddah,SPL (Saudi Post),639,2,3,78.97,1.14,Delayed - Weather,1
KSA-LOG-1940,Jeddah Port Hub,Riyadh,SMSA Express,1087,3,4,141.26,11.72,Delayed - Traffic/Route,1
KSA-LOG-1941,Dammam Logistics Gateway,Madinah,Aramex KSA,993,3,6,175.84,28.56,Delayed - Customs,1
KSA-LOG-1942,Dammam Logistics Gateway,NEOM,SPL (Saudi Post),416,2,4,103.03,17.9,Delayed - Customs,1
KSA-LOG-1943,NEOM Supply Hub,Jeddah,SAL Express,203,1,1,118.02,30.71,On-Time,0
KSA-LOG-1944,Jeddah Port Hub,Riyadh,SPL (Saudi Post),677,2,2,83.38,1.69,On-Time,0
KSA-LOG-1945,Jeddah Port Hub,Tabuk,SMSA Express,765,2,2,101.85,6.26,On-Time,0
KSA-LOG-1946,Jeddah Port Hub,Dammam,SMSA Express,1232,4,4,140.54,6.79,On-Time,0
KSA-LOG-1947,Madinah Distribution Center,Khobar,Aramex KSA,1213,4,4,146.72,9.87,On-Time,0
KSA-LOG-1948,NEOM Supply Hub,Khobar,SPL (Saudi Post),1104,3,3,171.42,23.24,On-Time,0
KSA-LOG-1949,Dammam Logistics Gateway,NEOM,SAL Express,535,2,2,162.12,37.73,On-Time,0
KSA-LOG-1950,Dammam Logistics Gateway,Jeddah,SMSA Express,883,3,3,208.94,45.32,On-Time,0
KSA-LOG-1951,Dammam Logistics Gateway,Khobar,Aramex KSA,865,3,3,198.82,41.85,On-Time,0
KSA-LOG-1952,Jeddah Port Hub,Madinah,Aramex KSA,799,2,2,114.54,10.25,On-Time,0
KSA-LOG-1953,Madinah Distribution Center,Khobar,Aramex KSA,449,2,2,116.77,22.34,On-Time,0
KSA-LOG-1954,Riyadh Central Hub,Khobar,SAL Express,544,2,2,94.44,10.37,On-Time,0
KSA-LOG-1955,Riyadh Central Hub,Khobar,SAL Express,1380,4,4,169.38,13.59,On-Time,0
